stock,window_size,n_lags,lambda,r2_insample_stage1,r2_oos_stage1,r2_insample_stage2,r2_oos_stage2,kappa,kappa_tstat,intercept,intercept_tstat,n_observations,n_windows,n_oos_predictions_stage2,avg_selection_rate
88593,231,1,0.003505898780188227,0.0033558171307679855,-0.001991465242918933,-2.178390801077512e-11,-0.0007089090854299762,2.47160856011331e-08,3.908353461777941e-08,0.0010712437538132737,2.4561070144559465,1642,1645,,0.0033661216147164025
90041,231,1,0.003505898780188227,-0.0019299632848029584,-0.005326943799849548,0.0004187192213525037,-9.344965426461016e-05,0.7495866761375486,3.3152744209246836,0.0006447574647876848,2.834064291904717,1642,1645,,0.0003672713336739908
54199,231,1,0.003505898780188227,0.00856142897256992,0.0017635897141236034,0.0014209211635294317,-0.0015246307112095625,0.4036232864379056,2.5656245933144852,0.0006211475578239953,1.5100838832760686,1642,1645,,0.0018491313234542666
79444,231,1,0.003505898780188227,0.22183962141962554,-0.23303873457124835,1.1029319635369461e-05,-2.470269894661037e-05,0.00480062181980681,0.1347791717578341,-0.000645474528219457,-0.4163228804142363,1642,1645,,0.18191428206438426
89840,231,1,0.003505898780188227,-0.001957383724593944,-0.00294350869033444,-8.575140597599784e-12,-0.004320030947769116,0.5,,0.00022994622822735663,2.1061874102262803,1642,1645,,0.0
90965,231,1,0.003505898780188227,0.14145303532016915,-0.08345615123732775,0.0017282274067482728,-0.009182238931018105,0.08414342380372918,1.8354510551985221,0.000236357774308805,0.2169770648306096,1642,1645,,0.12048415942769546
22293,231,1,0.003505898780188227,0.014122704064922581,-0.011519669002805655,-2.96325186610602e-11,-0.010817067897779253,4.724563140784063e-09,1.874048588365433e-08,0.0005145703839105531,1.1936637221561546,1642,1645,,0.009986586612161471
89858,231,1,0.003505898780188227,0.021560971271212936,-0.019121980646891634,0.00011200534785638094,-0.002447557267519773,0.04429866958342458,0.44855051721575884,0.0003573593673217394,0.6916915078427152,1642,1645,,0.02189895247828309
21152,231,1,0.003505898780188227,0.0014640040704364187,0.0023337582440695614,0.0004733811146890865,-0.00526453026879814,0.43585210484141224,1.5622382431056014,7.943673785172508e-06,0.022845094270495546,1642,1645,,0.0014435360245273377
88391,231,1,0.003505898780188227,0.022620199262794773,-0.012456031145755109,-2.1902080149516223e-10,-0.0009016514253219476,2.5275474484654642e-08,1.252315246767542e-07,9.105606337538785e-05,0.1626089130337886,1642,1645,,0.02071410321921308
90796,231,1,0.003505898780188227,0.07038219643863619,-0.015064236544890974,0.0002677138065814155,-0.003220197842521033,0.08842658661176422,0.7272511456481445,7.144068272824385e-05,0.1022865272385845,1642,1645,,0.04970937659683189
46578,231,1,0.003505898780188227,-0.0010053231511223525,-0.003317652619752698,-2.2896351481449528e-11,-0.0019646137366242655,1.0735744492148484e-07,1.517013692621957e-08,0.0006206422912859473,2.4449959946907005,1642,1645,,0.00043433827286663265
89812,231,1,0.003505898780188227,0.014268003946589263,-0.025533655422385282,-1.2916939962082097e-08,-0.006709542208132024,3.963629591831959e-06,3.389802067163386e-05,0.0005488403312272783,1.4960807507538123,1642,1645,,0.014543944813490035
