PERMNO	TICKER	COMNAM	PERMCO
89440	NBBC	NEWBRIDGE BANCORP	7702
89443	WHG	WESTWOOD HOLDINGS GROUP INC	43281
89444	TRI	THOMSON REUTERS CORP	28754
89445	BDSI	BIODELIVERY SCIENCES INTL INC	43249
89447	CVGW	CALAVO GROWERS INC	43326
89449	KIRK	KIRKLANDS INC	43328
89452	QTWW	QUANTUM FUEL SYS TECH WORLDWIDE	43331
89453	RRGB	RED ROBIN GOURMET BURGERS INC	43332
89454	GOLD	RANDGOLD RESOURCES LTD	43333
89455	RUSHA	RUSH ENTERPRISES INC	14705
89456	LYTS	L S I INDUSTRIES INC	7459
89459	BLE	BLACKROCK MUNICIPAL INCOME TR II	43336
89460	BFY	BLACKROCK N Y MUN INC TR II	43337
89461	BCL	BLACKROCK CALIF MUN INC TR II	43338
89462	CGT	C A E INC	43339
89463	CIT	C I T GROUP INC NEW	43340
89466	HSM	HELIOS STRATEGIC MORTG INC FD IN	43345
89467	LQD	ISHARES TRUST	37493
89468	TLT	ISHARES TRUST	37493
89469	IEF	ISHARES TRUST	37493
89470	SHY	ISHARES TRUST	37493
89471	LF	LEAPFROG ENTERPRISES INC	43346
89474	RIT	L M P REAL ESTATE INCOME FD INC	43350
89475	SNY	SANOFI AVENTIS	43351
89476	IIH	INTERNET INFRASTRUCTURE HOLDRS	36761
89477	IAH	INTERNET ARCHITECTURE HOLDRS TR	36762
89478	HHH	INTERNET HOLDRS TRUST	35274
89480	TTH	TELECOM HOLDRS TRUST	36766
89481	CRFN	CRESCENT FINANCIAL CORP	43448
89481	VSB	VANTAGESOUTH BANCSHARES INC	43448
89482	FPTB	FIRST PACTRUST BANCORP INC	43449
89482	BANC	FIRST PACTRUST BANCORP INC	43449
89484	MCBF	MONARCH COMMUNITY BANCORP INC	43451
89485	PSYS	PSYCHIATRIC SOLUTIONS INC	43452
89488	RPF	COHEN & STEERS PREM INC RLTY FD	43455
89489	EIM	EATON VANCE INSD MUNI BD FD	43457
89490	ENX	EATON VANCE INSD NY MUNI BD FD	43458
89491	EVM	EATON VANCE INSD CA MUNI BD FD	43459
89492	HPI	HANCOCK JOHN PFD INCOME FD	43460
89497	ARB	ARBITRON INC	43501
89498	BOMK	BANK MCKENNEY VA	43502
89505	PRAN	PRANA BIOTECHNOLOGY LTD	43507
89506	SAIA	SAIA INC	43508
89507	SNG	CANADIAN SUPERIOR ENERGY INC	43518
89507	SOQ	SONDE RESOURCES CORP	43518
89508	KMX	CARMAX INC	43519
89509	XEC	CIMAREX ENERGY CO	43520
89510	KNM	KONAMI CORP	43522
89511	NBW	NEUBERGER BERMAN CA INT MU FD IN	43523
89512	NBO	NEUBERGER BERMAN NY INT MU FD IN	43524
89513	NBH	NEUBERGER BERMAN INTER FD INC	43525
89514	NGO	NUVEEN CONN DIV ADV MUNI FD 3	43526
89515	NWI	NUVEEN MD DIV ADV MUNI FD 3	43527
89516	NKG	NUVEEN GA DIV ADV MUNI FD 2	43528
89517	JPS	NUVEEN QUALITY PFD INCOME FD 2	43529
89518	NII	NUVEEN NC DIV ADV MUNI FD 3	43530
89524	CLFC	CENTER FINANCIAL CORP	43612
89525	CMCSA	COMCAST CORP NEW	43613
89529	JAXB	JACKSONVILLE BANCORP INC FL	43616
89530	TAYC	TAYLOR CAPITAL GROUP INC	43617
89531	TONE	TIERONE CORP	43618
89533	WYNN	WYNN RESORTS LTD	43620
89534	BYM	BLACKROCK INSURED MUN INC TR	43621
89535	BCK	BLACKROCK CA INSD MUN INCOME TR	43622
89537	BSE	BLACKROCK NY INSD MUN INCOME TR	43623
89538	BAF	BLACKROCK INSURE MUNI INC INV TR	43624
89539	OCCH	COCA COLA HELLENIC BOT CO S A	43625
89540	DKS	DICKS SPORTING GOODS INC	43626
89541	EEQ	ENBRIDGE ENERGY MGMT L L C	43627
89542	MXN	FIRST AMERICAN MN MUN INC FD II	43628
89543	FEU	SPDR INDEX SHARES FUNDS	43629
89545	FEZ	SPDR INDEX SHARES FUNDS	43629
89546	NGS	NATURAL GAS SERVICES GROUP INC	43631
89547	NRP	NATURAL RESOURCE PARTNERS L P	43632
89548	NCT	NEWCASTLE INVESTMENT CORP	43633
89548	DS	DRIVE SHACK INC	43633
89549	OFI	OVERHILL FARMS INC	43634
89550	PMX	PIMCO MUNICIPAL INCOME FD III	43636
89551	PZC	PIMCO CA MUNICIPAL INCOME FD III	43637
89553	PYN	PIMCO NY MUNICIPAL INCOME FD III	43638
89554	SRQ	D W S RREEF REAL ESTATE FD INC	43640
89557	MRH	MONTPELIER RES HOLDINGS LTD	43643
89558	PTP	PLATINUM UNDERWRITERS HLDGS LTD	43644
89560	ADRA	BLDRS INDEX FUNDS TRUST	43680
89561	ADRD	BLDRS INDEX FUNDS TRUST	43680
89562	ADRE	BLDRS INDEX FUNDS TRUST	43680
89563	ADRU	BLDRS INDEX FUNDS TRUST	43680
89565	CMCSK	COMCAST CORP NEW	43613
89566	CNST	CONSTAR INTERNATIONAL INC NEW	43682
89567	COSI	COSI INC	43683
89568	HWFG	HARRINGTON WEST FINANCIAL GRP IN	43684
89570	MMLP	MARTIN MIDSTREAM PARTNERS LP	43686
89571	OTIV	ON TRACK INNOVATIONS LTD	43687
89572	CEVA	CEVA INC	43688
89573	PKBK	PARKE BANCORP INC	43689
89574	PRAA	PORTFOLIO RECOVERY ASSOCIATES IN	43690
89575	SAFT	SAFETY INSURANCE GROUP INC	43691
89576	VBFC	VILLAGE BANK AND TRUST FINL CORP	43692
89578	SOMH	SOMERSET HILLS BANCORP	43694
89581	CHA	CHINA TELECOM CORP LTD	43697
89586	EIV	EATON VANCE INSURED MUNI BD FD 2	43699
89588	EIA	EATON VANCE INS CA MUN BD FD II	43700
89590	MAB	EATON VANCE INS MA MUN BD FD	43702
89591	EIO	EATON VANCE INS OH MUN BD FD	43703
89592	MIW	EATON VANCE INS MI MUN BD FD	43704
89593	EMJ	EATON VANCE INS NJ MUN BD FD	43705
89594	NYH	EATON VANCE INS NY MUN BD FD II	43706
89596	EIP	EATON VANCE INS PA MUN BD FD	43707
89597	FSI	FLEXIBLE SOLUTIONS INTL INC	43709
89598	HPF	JOHN HANCOCK PREFERRED INC FD II	43710
89599	DNY	DENALI FUND INC	43711
89600	NKX	NUVEEN INS CA TX FR AD	43712
89601	NWF	NUVEEN INS FL TX FR ADV MUN FD	43713
89602	NRK	NUVEEN INS NY TX FR ADV MUN FD	43714
89603	NEA	NUVEEN INSD TAX FREE ADV	43715
89604	NGX	NUVEEN INS MA TAX FR ADV MUNI FD	43716
89606	SWHC	SMITH & WESSON HOLDING CORP	43722
89606	AOBC	AMERICAN OUTDOOR BRANDS CORP	43722
89609	ANGN	ANGEION CORP	9849
89609	MGCD	M G C DIAGNOSTICS CORP	9849
89611	ACTG	ACACIA RESEARCH CORP	14801
89612	BOFL	BANK OF FLORIDA CORP NAPLES	43781
89615	CLBH	CAROLINA BANK HOLDINGS INC	43783
89617	EQIX	EQUINIX INC	38419
89618	GLNG	GOLAR L N G LTD	43784
89620	OLCB	OHIO LEGACY CORP	43786
89625	XTEX	CROSSTEX ENERGY LP	43790
89625	ENLK	ENLINK MIDSTREAM PARTNERS LP	43790
89626	CME	C M E GROUP INC	43791
89627	FFH	FAIRFAX FINL HOLDINGS LTD	43793
89628	FPT	FEDERATED PREMIER INT MUN INC FD	43794
89629	FMN	FEDERATED PREMIER MUN INC FD	43795
89630	IAG	IAMGOLD CORP	43796
89631	ILE	ISOLAGEN INC	43797
89634	JHP	NUVEEN QUALITY PFD INCOME FD 3	43799
89635	PTY	PIMCO CORPORATE OPPORTUNITY FD	43801
89636	PXP	PLAINS EXPLORATION & PROD CO	43802
89637	TS	TENARIS S A	43803
89641	STX	SEAGATE TECHNOLOGY	43807
89642	BBNK	BRIDGE CAPITAL HOLDINGS	43843
89643	FCCO	FIRST COMMUNITY CORP SC	43845
89644	VMED	VIRGIN MEDIA INC	43846
89647	BHS	BROOKFIELD HOMES CORP	43849
89648	EGO	ELDORADO GOLD CORP NEW	43851
89649	FFC	FLAHERTY & CRUMRINE CLAYMORE PFD	43852
89651	LGN	LODGIAN INC	29555
89652	MFN	MINEFINDERS CORP LTD	43856
89653	PFS	PROVIDENT FINANCIAL SVCS INC	43857
89655	NVEC	N V E CORP	43861
89659	LOJN	LO JACK CORP	7705
89678	ACTI	ACTIVIDENTITY CORP	18434
89681	IPCC	INFINITY PROPERTY & CASUALTY COR	43908
89686	WRC	WARNACO GROUP INC	24345
89687	BPP	BLACKROCK PFD OPPORTUNITY TR	43911
89688	EAD	EVERGREEN INCOME ADV FUND	43912
89690	EZA	ISHARES INC	31600
89692	KGC	KINROSS GOLD CORP	26227
89694	ENH	ENDURANCE SPECIALTY HOLDINGS LTD	43918
89695	DMLP	DORCHESTER MINERALS LP	43919
89698	HHGP	HUDSON HIGHLAND GROUP INC	43976
89698	HSON	HUDSON GLOBAL INC	43976
89701	WBNK	WACCAMAW BANKSHARES INC	43978
89704	IHG	INTERCONTINENTAL HOTELS GRP PLC	43982
89705	IAX	INTERNATIONAL ABSORBENTS INC	29218
89707	NCV	NICHOLAS APPLEGATE CONV & INC FD	43985
89708	JPC	NUVEEN MULTI STRAT INC & GRTH FD	43986
89709	PSY	BLACKROCK PREFERRED INC STS FD	43987
89710	TKG	TELKOM SA LTD	43990
89715	IPSU	IMPERIAL SUGAR CO NEW	9760
89726	AVK	ADVENT CLAYMORE CONV SECS INC FD	44026
89728	CUK	CARNIVAL PLC	56248
89730	EEM	ISHARES TRUST	37493
89733	PHK	PIMCO HIGH INCOME FD	44039
89734	RSP	RYDEX E T F TRUST	44040
89736	HTLF	HEARTLAND FINANCIAL USA INC	44055
89738	MBTF	M B T FINANCIAL CORP	44057
89740	CJBK	CENTRAL JERSEY BANCORP NJ	44058
89741	OPHC	OPTIMUMBANK HOLDINGS INC	44059
89744	CHY	CALAMOS CONVERTIBLE & HI INC FD	44066
89745	HYT	BLACKROCK CORP HI YLD FD VI INC	44067
89746	EVV	EATON VANCE LTD DURATION INC F	44068
89748	PWC	POWERSHARES E T F TRUST	44072
89749	PWO	POWERSHARES E T F TRUST	44072
89749	DWAQ	POWERSHARES E T F TRUST	44072
89751	TEC	TETON ENERGY CORP	44076
89752	FADV	FIRST ADVANTAGE CORP	44114
89753	FORM	FORMFACTOR INC	44115
89756	HSWI	H S W INTERNATIONAL INC	44117
89756	MARK	REMARK MEDIA INC	44117
89757	SHLD	SEARS HOLDINGS CORP	44118
89758	NBTF	N B & T FINANCIAL GROUP INC	44119
89760	BBL	B H P BILLITON PLC	44121
89761	ATC	CYCLE COUNTRY ACCESSORIES CORP	44123
89764	ERC	EVERGREEN MULTI SECTOR INCOME FD	44124
89765	FVL	FIRST TRUST VALUE LINE 100 ETF	44125
89766	HPS	HANCOCK JOHN PFD INCOME FD III	44126
89770	MSPD	MINDSPEED TECHNOLOGIES INC	44130
89772	NOX	NEUBERGER BERMAN INC OPP FD INC	44131
89773	JQC	NUVEEN MULTI STRAT INC & GR FD 2	44132
89776	HIH	HELIOS HIGH INCOME FUND INC	44136
89777	BLW	BLACKROCK LTD DURATION INCOME TR	44179
89778	CHT	CHUNGHWA TELECOM CO LTD	44180
89780	NHS	NEUBERGER BERMAN HG YD STRAT FD	44182
89781	MOH	MOLINA HEALTHCARE INC	44184
89782	MNE	BLACKROCK MUNI NY INTER DUR FUND	44185
89783	MUI	BLACKROCK MUNI INTERM DUR FD INC	44186
89784	NCZ	NICHOLAS APPLEGATE CON INC FD II	44187
89786	MHI	PIONEER MUNICIPAL HIGH INC TRUST	44189
89787	PSW	BLACKROCK PREF & CORP INC STS FD	44190
89788	EHI	WESTERN ASSET GLOBAL HIGH INC FD	44191
89789	AXS	AXIS CAPITAL HOLDINGS LTD	44193
89790	MPET	MAGELLAN PETROLEUM CORP	3021
89790	TELL	TELLURIAN INC	3021
89792	CVCO	CAVCO INDUSTRIES INC DEL	44168
89793	DTSI	D T S INC	44169
89796	IPAS	IPASS INC	44172
89798	JFBI	JEFFERSON BANCSHARES INC TENN	44174
89799	MNRK	MONARCH FINANCIAL HOLDINGS INC	44175
89800	NTGR	NETGEAR INC	44176
89801	PRWT	PREMIERWEST BANCORP	44177
89802	BRD	BRIGUS GOLD CORP	44264
89803	AHT	ASHFORD HOSPITALITY TRUST INC	44265
89805	CSE	CAPITALSOURCE INC	44266
89807	FVD	FIRST TRUST EXCHANGE TRADED FUND	44268
89808	FLC	FLAHERTY & CRUMRINE CLAYMORE TOT	44269
89809	FTF	FRANKLIN TEMPLETON LTD DUR INC T	44271
89810	GPK	GRAPHIC PACKAGING HOLDING CO	44272
89811	MZF	M B I A CAPITAL CLAYMORE MANAGED	44275
89812	MIM	M I DEVELOPMENTS INC	44276
89812	GRP	GRANITE REAL ESTATE INC	44276
89813	MHS	MEDCO HEALTH SOLUTIONS INC	44277
89814	PFL	PIMCO FLOATING RATE INCOME FUND	44279
89815	RAE	RAE SYSTEMS INC	44280
89816	SRO	D W S RREEF REAL EST FD II INC	44283
89817	TI	TELECOM ITALIA S P A NEW	44284
89820	ATBC	ATLANTIC BANCGROUP INC	44286
89821	BNCN	B N C BANCORP	44287
89823	GOOD	GLADSTONE COMMERCIAL CORP	44289
89824	PRSC	PROVIDENCE SERVICE CORP	44290
89825	STBK	STERLING BANKS INC	44291
89826	TCBI	TEXAS CAPITAL BANCSHARES INC	44292
89828	UVSP	UNIVEST CORP OF PENNSYLVANIA	44293
89832	FCFL	FIRST COMMUNITY BANK CORP AMER	44379
89839	BKK	BLACKROCK MUNICIPAL 2020 TERM TR	44386
89840	BFO	BLACKROCK FLA MUN 2020 TERM TR	44387
89841	CNO	CONSECO INC	7850
89842	EVT	EATON VANCE TAX ADVAN DIV IN FD	44388
89844	FCM	FIRST TRUST FOUR CORNERS SR FLTG	44389
89845	GRS	GAMMON GOLD INC	44390
89845	AUQ	AURICO GOLD INC	44390
89846	IIA	I N G CLARION REAL ESTATE INC FD	44391
89848	AGG	ISHARES TRUST	37493
89849	JRN	JOURNAL COMMUNICATIONS INC	44393
89850	NFP	NATIONAL FINANCIAL PARTNERS CORP	44394
89852	JDD	NUVEEN DIVERSIFIED DIV & INC FD	44395
89853	PRW	PRO PHARMACEUTICALS INC	44396
89854	SHG	SHINHAN FINANCIAL GROUP CO LTD	44399
89855	WIA	WESTERN ASSET CLAYMORE INF LN SC	44402
89856	WF	WOORI FINANCE HOLDINGS CO LTD	44403
89857	MXC	MEXCO ENERGY CORP	27321
89858	PAA	PLAINS ALL AMERN PIPELINE L P	34920
89859	ACUS	ACUSPHERE INC	44490
89860	MBRK	MIDDLEBROOK PHARMACEUTICALS INC	44491
89861	CAPE	CAPE FEAR BANK CORP	44492
89863	MITI	MICROMET INC	44494
89866	LKQX	L K Q CORP	44497
89866	LKQ	L K Q CORP	44497
89869	ONEQ	FIDELITY COMMONWEALTH TRUST	44500
89873	RPFG	RAINIER PACIFIC FINL GROUP INC	44503
89875	BPAX	BIOSANTE PHARMACEUTICALS INC	44505
89875	ANIP	A N I PHARMACEUTICALS INC	44505
89876	CRI	CARTERS INC	44506
89877	FMD	FIRST MARBLEHEAD CORP	44512
89878	FPO	FIRST POTOMAC REALTY TRUST	44513
89879	FRA	BLACKROCK FLOATING RT INC STRAT	44514
89880	IYT	ISHARES TRUST	37493
89881	NRO	NEUBERGER BERMAN REAL ESTATE SEC	44517
89882	MAV	PIONEER MUNICIPAL HIGH INC ADVNT	44518
89885	TIV	TRI VALLEY CORP	33788
89888	LPHI	LIFE PARTNERS HOLDINGS INC	44523
89889	CIDM	ACCESS INTEGRATED TECHNLGS INC	44600
89891	BVX	BOVIE MEDICAL CORP	44602
89892	EFR	EATON VANCE SENIOR FLTG RATE TR	44604
89893	GDV	GABELLI DIVIDEND & INCOME TRUST	44605
89895	DVY	ISHARES TRUST	37493
89896	JAS	JO ANN STORES INC	20686
89897	NMZ	NUVEEN MUNICIPAL HIGH INC OP FD	44607
89898	OMEX	ODYSSEY MARINE EXPLORATION INC	44608
89900	SNX	SYNNEX CORP	44612
89901	WLL	WHITING PETROLEUM CORP NEW	44613
89903	AZK	AURIZON MINES LTD	44615
89904	BWLD	BUFFALO WILD WINGS INC	44616
89905	CALD	CALLIDUS SOFTWARE INC	44617
89908	CONN	CONNS INC	44619
89911	IVN	IVANHOE MINES LTD	44621
89911	TRQ	TURQUOISE HILL RESOURCES LTD	44621
89913	MRLN	MARLIN BUSINESS SVCS CORP	44623
89914	NTMD	NITROMED INC	44624
89915	MGRC	MCGRATH RENTCORP	7301
89916	NXST	NEXSTAR BROADCASTING GROUP INC	44625
89919	PNCL	PINNACLE AIRLINES CORP	44628
89920	QLTY	QUALITY DISTRIBUTION INC	44629
89921	TICC	T I C C CAPITAL CORP	44630
89922	TSRA	TESSERA TECHNOLOGIES INC	44631
89922	XPER	XPERI CORP	44631
89924	XPRT	L E C G CORP	44632
89925	ZHNE	ZHONE TECHNOLOGIES INC	44633
89925	DZSI	DASAN ZHONE SOLUTIONS INC	44633
89927	CTRP	CTRIP COM INTL LTD	44683
89930	HAYZ	HAYES LEMMERZ INTERNATIONAL INC	14804
89932	KNOL	KNOLOGY INC	44686
89934	MIGP	MERCER INSURANCE GROUP INC	44688
89935	MSHL	MARSHALL EDWARDS INC	44689
89935	MEIP	M E I PHARMA INC	44689
89938	OLBK	OLD LINE BANCSHARES	44692
89941	TZOO	TRAVELZOO INC	44695
89942	INDM	UNITED AMERICA INDEMNITY LTD	44696
89942	GBLI	GLOBAL INDEMNITY PLC	44696
89944	WZEN	WEBZEN INC	44698
89946	AEL	AMERICAN EQUITY INVT LIFE HLDG C	44699
89947	BDV	BLACKROCK DIVIDEND ACHIEVERS TR	44701
89948	CKX	C K X LANDS INC	44702
89949	LFC	CHINA LIFE INSURANCE CO LTD	44703
89951	CGR	CLAUDE RESOURCES INC	44704
89952	CMP	COMPASS MINERALS INTL INC	44705
89954	DTV	DIRECTV GROUP INC	44708
89956	HYTM	HYTHIAM INC	44709
89958	SWIM	THINKORSWIM GROUP INC	44711
89959	TIP	ISHARES TRUST	37493
89960	KRO	KRONOS WORLDWIDE INC	44712
89964	NNI	NELNET INC	44717
89965	NG	NOVAGOLD RESOURCES INC	44718
89968	PJC	PIPER JAFFRAY COMPANIES	44721
89970	ESD	WESTERN ASSET EMERG MKTS DEBT FD	44723
89971	TPX	TEMPUR PEDIC INTERNATIONAL INC	44726
89973	UTI	UNIVERSAL TECHNICAL INSTITUTE IN	44727
89976	AUY	YAMANA GOLD INC	44730
89977	AHL	ASPEN INSURANCE HOLDINGS LTD	44731
89980	RTU	COHEN & STEERS REIT & UT INC FD	44797
89981	DCS	DREMAN CLAYMORE DIV & INCOME FD	44799
89981	GGE	GUGGENHEIM ENHANCED EQTY STR FD	44799
89984	ETG	EATON VANCE TAX ADV GLOB DIV INC	44801
89988	ISI	ISHARES TRUST	37493
89988	ITOT	ISHARES TRUST	37493
89989	KSP	K SEA TRANSPORTATION PARTNERS LP	44806
89990	JTA	NUVEEN TAX ADV TOT RET STRAT FD	44808
89992	VCR	VANGUARD SECTOR INDEX FUNDS	44811
89993	VDC	VANGUARD SECTOR INDEX FUNDS	44811
89994	VFH	VANGUARD SECTOR INDEX FUNDS	44811
89995	VHT	VANGUARD SECTOR INDEX FUNDS	44811
89996	VGT	VANGUARD SECTOR INDEX FUNDS	44811
89997	VAW	VANGUARD SECTOR INDEX FUNDS	44811
89998	VPU	VANGUARD SECTOR INDEX FUNDS	44811
89999	VBK	VANGUARD INDEX FUNDS	41593
90000	VBR	VANGUARD INDEX FUNDS	41593
90001	VO	VANGUARD INDEX FUNDS	41593
90002	VV	VANGUARD INDEX FUNDS	41593
90003	VUG	VANGUARD INDEX FUNDS	41593
90004	VTV	VANGUARD INDEX FUNDS	41593
90005	VB	VANGUARD INDEX FUNDS	41593
90006	BKOR	OAK RIDGE FINANCIAL SERVICES INC	44812
90007	CHEV	CHEVIOT FINANCIAL CORP	44813
90009	GLBC	GLOBAL CROSSING LTD	16261
90011	MGLN	MAGELLAN HEALTH SERVICES INC	25268
90012	PETS	PETMED EXPRESS INC	44816
90013	PRPX	PORTEC RAIL PRODUCTS INC	44817
90017	XTXI	CROSSTEX ENERGY INC	44819
90020	AACC	ASSET ACCEPTANCE CAPITAL CORP	44876
90022	ATHR	ATHEROS COMMUNICATIONS INC	44878
90024	BKRS	BAKERS FOOTWEAR GROUP INC	44880
90025	ANSV	ANESIVA INC	44881
90028	DIET	EDIETS COM INC	44883
90029	DVAX	DYNAVAX TECHNOLOGIES CORP	44885
90031	GTXI	G T X INC	44887
90034	ENTN	ENTORIAN TECHNOLOGIES INC	44890
90037	HTH	HILLTOP HOLDINGS INC	44892
90038	AIZ	ASSURANT INC	44893
90041	HTD	JOHN HANCOCK TAX ADV DIV INC FD	44898
90042	IGR	I N G CLARION GLOB RL EST INC FD	44899
90044	KCI	KINETIC CONCEPTS INC	9809
90047	UTG	REAVES UTILITY INCOME FUND	44903
90050	SCD	L M P CAPITAL & INCOME FUND INC	44908
90052	TRW	T R W AUTOMOTIVE HOLDINGS CORP	44911
90053	TIK	TEL INSTRUMENT ELECTRONICS CORP	44913
90054	TKO	TELKONET INC	44914
90056	TYG	TORTOISE ENERGY INFRASTRUCT CORP	44916
90057	WIW	WESTERN ASSET CLAYMORE INFL LNKD	44918
90058	GIW	WILBER CORP	44919
90061	ANO	ANOORAQ RESOURCES CORP	44966
90061	ATL	ATLATSA RESOURCES CORP	44966
90062	BDT	BLACKROCK STRATEGIC DIV ACH TR	44967
90063	CSQ	CALAMOS STRATEGIC TOT RETURN FD	44968
90064	LSE	CAPLEASE INC	44969
90066	UTF	COHEN & STEERS SELECT UTIL FD IN	44971
90067	HOS	HORNBECK OFFSHORE SVCS INC NEW	44977
90068	MFD	MACQUARIE FIRST TR GLOB INFRASTR	44978
90069	MGN	MINES MANAGEMENT INC	44979
90071	NRG	N R G ENERGY INC	37496
90072	NDD	NEUBERGER BERMAN DIV ADV FD INC	44980
90073	JFR	NUVEEN FLOATING RATE INCOME FUND	44981
90074	OZN	OREZONE RESOURCES INC	44982
90075	HSA	HELIOS STRATEGIC INCOME FUND INC	44983
90076	SMI	SEMICONDUCTOR MANUFACT INTL CORP	44987
90077	AFN	ALESCO FINANCIAL INC	44990
90077	COHN	COHEN & CO INC	44990
90077	IFMI	INSTITUTIONAL FINANCIAL MKT INC	44990
90078	TNS	T N S INC	44991
90079	ANDS	ANADYS PHARMACEUTICALS INC	44992
90080	CSBK	CLIFTON SAVINGS BANCORP INC	44993
90081	CUTR	CUTERA INC	44994
90082	CVCY	CENTRAL VALLEY COMM BANCORP	44995
90083	DDIC	D D I CORP	37150
90084	DSTI	DAYSTAR TECHNOLOGIES INC	44884
90085	KFED	K FED BANCORP	44996
90085	KFFG	KAISER FEDERAL FINL GROUP INC	44996
90086	MBVT	MERCHANTS BANCSHARES INC	7724
90087	LTON	LINKTONE LTD	44997
90088	MCHX	MARCHEX INC	44998
90090	SBNY	SIGNATURE BANK NEW YORK N Y	44999
90091	SUMT	SUMTOTAL SYSTEMS INC	45000
90092	SBRA	SABRA HEALTHCARE REIT INC	29931
90093	TBHS	BANK HOLDINGS THE	45001
90097	UCTT	ULTRA CLEAN HOLDINGS INC	45004
90098	CYCC	CYCLACEL PHARMACEUTICALS INC	45005
90099	ZILG	ZILOG INC	10841
90101	ANX	ADVENTRX PHARMACEUTICALS INC	45058
90101	MSTX	MAST THERAPEUTICS INC	45058
90101	SVRA	SAVARA INC	45058
90102	ABR	ARBOR REALTY TRUST INC	45059
90103	CII	BLACKROCK ENHANCED CAP & INC FD	45061
90105	ETO	EATON VANCE TAX ADV GLOB DIV OPP	45063
90108	ERH	EVERGREEN UTILS & HIGH INC FUND	45066
90110	HSP	HOSPIRA INC	45068
90111	NY	ISHARES TRUST	37493
90112	NYC	ISHARES TRUST	37493
90113	JDO	J E D OIL INC	45069
90114	LGI	LAZARD GLOB TOT RET & INC FD INC	45070
90117	RHR	R M R HOSPITALITY & REAL EST FD	45073
90118	SA	SEABRIDGE GOLD INC	45074
90119	TYW	T S & W CLAYMORE TAX ADV BAL FD	45075
90120	AGO	ASSURED GUARANTY LTD	45077
90121	AINV	APOLLO INVESTMENT CORP	45078
90125	CORT	CORCEPT THERAPEUTICS INC	45081
90126	CYTK	CYTOKINETICS INC	45082
90127	GMTN	GANDER MOUNTAIN CO	45083
90129	INTX	INTERSECTIONS INC	45085
90132	NAL	NEWALLIANCE BANCSHARES INC	45086
90135	SIRF	SIRF TECHNOLOGY HOLDINGS	45089
90136	SMTB	SMITHTOWN BANCORP INC	45090
90137	MEMY	MEMORY PHARMACEUTICALS CORP	45091
90160	FCT	FIRST TRUST FOUR CNRS SR FLTG II	45172
90161	GLU	GABELLI GLOBAL UTIL & INCOME TR	45173
90162	GNW	GENWORTH FINANCIAL INC	45174
90163	GGR	GEOGLOBAL RESOURCES INC	45175
90164	GHL	GREENHILL & CO INC	45176
90169	NVD	NOVADEL PHARMA INC	45179
90170	OGEN	ORAGENICS INC	45180
90171	SAMB	SUN AMERICAN BANCORP	45181
90172	BQY	BLACKROCK S & P QLTY RK GB EQ TR	45182
90173	IMF	WESTERN ASSET INFLATION MGMT FD	45183
90175	XPO	EXPRESS 1 EXPEDITED SOLUTION INC	45186
90176	EGT	ELIXIR GAMING TECHNOLOGIES INC	45189
90177	ACAD	ACADIA PHARMACEUTICALS	45190
90178	ALNY	ALNYLAM PHARMACEUTICALS INC	45191
90179	ANGO	ANGIODYNAMICS INC	45192
90183	CRTX	CORNERSTONE THERAPEUTICS INC	45194
90187	NILE	BLUE NILE INC	45196
90188	NUVA	NUVASIVE INC	45197
90192	RJET	REPUBLIC AIRWAYS HOLDINGS INC	45201
90193	SNDA	SHANDA INTERACTIVE ENTMT LTD	45202
90194	STAN	STANDARD PARKING CORP	45203
90194	SP	S P PLUS CORP	45203
90196	XIDE	EXIDE TECHNOLOGIES	28305
90199	CBG	C B RICHARD ELLIS GROUP INC	45270
90200	CAB	CABELAS INC	45272
90201	HXM	DESARROLLADORA HOMEX S A DE C V	45275
90202	EFT	EATON VANCE FLOATING RATE INC TR	45276
90204	END	ENDEAVOUR INTERNATIONAL CORP	45277
90205	FEN	ENERGY INCOME & GROWTH FUND	45278
90207	IFON	INFOSONICS CORP	45281
90208	IRC	INLAND REAL ESTATE CORP	45282
90209	JTX	JACKSON HEWITT TAX SERVICE INC	45283
90213	MGI	MONEYGRAM INTERNATIONAL INC	45286
90214	NYMT	NEW YORK MORTGAGE TRUST INC	45287
90215	CRM	SALESFORCE COM INC	45288
90217	BEE	STRATEGIC HOTELS & RESORTS INC	45290
90218	VCGH	V C G HOLDING CORP	45292
90219	SFL	SHIP FINANCE INTERNATIONAL LTD	45293
90220	BBBB	BLACKBOARD INC	45294
90221	BOCH	BANK OF COMMERCE HOLDINGS	45295
90223	DRAD	DIGIRAD CORP	45297
90224	DWRI	DESIGN WITHIN REACH INC	45298
90226	GPCB	G P C BIOTECH A G	45300
90227	LBTYA	LIBERTY GLOBAL INC	45301
90228	LBTYB	LIBERTY GLOBAL INC	45301
90229	LDIS	LEADIS TECHNOLOGY INC	45302
90232	MFLX	MULTI FINELINE ELECTRONIX INC	45304
90233	MNTA	MOMENTA PHARMACEUTICALS INC	45305
90238	SNMX	SENOMYX INC	45309
90241	WCAA	W C A WASTE CORP	45312
90242	XRTX	XYRATEX LTD	45313
90243	INHX	INHIBITEX INC	45314
90244	GLV	CLOUGH GLOBAL ALLOCATION FUND	45376
90248	DPZ	DOMINOS PIZZA INC	45379
90249	ENS	ENERSYS	45380
90250	FRB	BLACKROCK FLOAT RT INC STRAT II	45381
