stock,window_size,n_lags,lambda,r2_insample_stage1,r2_oos_stage1,r2_insample_stage2,r2_oos_stage2,kappa,kappa_tstat,intercept,intercept_tstat,n_observations,n_windows,n_oos_predictions_stage2,avg_selection_rate,eff_lambda,stock_vol
88615,231,1,0.0040954750419079766,0.009867411894258337,-0.007898409392733896,0.0002084221931032415,-0.0005681294023436312,0.10426656265957975,0.6525471104803708,0.0006228245784872324,1.1953190954978814,1642,1645,,0.009727899846704139,0.0040954750419079766,0.02044292140959691
24969,231,1,0.0023014512508183495,0.004840549951143162,-0.0008250618993104197,0.0004320014548611084,-0.0004264192018088586,0.3437046329466181,1.2821708722001008,0.0006107062766605732,2.1880976826643646,1642,1645,,0.004483903934593766,0.0023014512508183495,0.011487894949197245
85663,231,1,0.005972686766791191,0.005683318082675973,-0.00589566033088329,-5.69151392681988e-11,-0.0014996195321776984,3.202696663670329e-08,7.233300420970277e-08,0.0013836081657487803,1.9282447302059254,1642,1645,,0.0060487991824220745,0.005972686766791191,0.029813187707956077
79918,231,1,0.0016746480393961545,0.013401287170041373,-0.024622125131969153,-2.3313573294103662e-11,-0.004096674039137271,9.823866039022238e-10,4.554783357557406e-09,0.00023765447897630871,1.187146850395018,1642,1645,,0.005710270822687788,0.0016746480393961545,0.008359151968403174
86349,231,1,0.004066600360165794,0.006396702520697,0.00147509871697038,2.1038313529508912e-05,-0.0006548866954112498,0.08626298264074109,0.20347810631629143,0.0005759075871861009,1.1695958931830364,1642,1645,,0.004566939192641799,0.004066600360165794,0.020298790913490267
24272,231,1,0.0036012540739194876,0.007363721805444588,-0.004232977844250696,0.0004761737994045667,-0.00023875271741480297,0.2167628210157683,1.1276739331604881,0.0007545271330448031,1.8687917647710328,1642,1645,,0.00633942258559019,0.0036012540739194876,0.01797597427790185
14752,231,1,0.004136347430667618,0.006838324730786528,-0.0062101490947563676,-1.3113954366872349e-11,-0.002265501527166869,8.569399549866546e-09,2.5753866143554208e-08,0.001485839122475615,2.930850351284618,1642,1645,,0.004867143587123148,0.004136347430667618,0.02064693950827554
91801,231,1,0.004197404053853777,0.00834783225656349,-0.01610421239082216,-7.425633441471291e-10,-0.18808528698227955,1.1980095715279212e-07,5.352437783211668e-07,0.00046145155392882066,0.9030170681843144,1642,1645,,0.007578564128768524,0.004197404053853777,0.020951708976177985
71722,231,1,0.0018508026851083098,0.006549098406349428,-0.01037577306140225,-2.18538698248949e-09,-0.0013996460624186025,3.7941974305656006e-07,1.103217548923588e-06,0.00035686410725260207,1.6469503125452538,1642,1645,,0.004736203372508942,0.0018508026851083098,0.009238443269504917
16555,231,1,0.0032881953315259055,0.00987888833469173,0.00018107388384114298,0.00041475592808271067,0.0004947645737394257,0.24636610204212153,1.0942712110605146,0.0005426905791127449,1.4262133783910398,1642,1645,,0.004503065917220235,0.0032881953315259055,0.01641331421970315
32942,231,1,0.0028811622733913365,0.00791583966880733,-0.011562180198402494,-6.884359748937641e-11,-4.61452469697754e-05,8.646315561010873e-09,2.512175349123392e-08,0.0005591779402799116,1.630982970113299,1642,1645,,0.006090316811446091,0.0028811622733913365,0.014381573155868863
80204,231,1,0.0036689789762834792,0.0033027801685634748,-0.002134100654711091,0.000569999697711876,-0.0011997829238286073,0.41916443316891955,1.6669877732420133,0.0007519238269347965,1.673374351311133,1642,1645,,0.0037749105774144095,0.0036689789762834792,0.018314029043791646
26403,231,1,0.0026544083865691474,0.0030594142319881087,-0.0027257749655229535,1.46040525413893e-05,-0.005328300466685754,0.06519658704633743,0.16566425355320896,0.0007641230956733697,2.382615401657534,1642,1645,,0.0052950945324476235,0.0026544083865691474,0.013249711322945305
92010,231,1,0.004494809090480882,0.007107677843715227,-0.0060128686269975695,-7.300826609935029e-13,-0.0012446292146048865,7.709163658869067e-11,2.0701421652648818e-10,0.00018250700792199297,0.33582619136316705,1642,1645,,0.004771333673990802,0.004494809090480882,0.022436232194699115
89236,231,1,0.003994832930293678,0.0032270864302646335,-0.0059620535933180285,-2.2926716081173026e-09,-0.018566944625073356,5.321619227549633e-07,1.3633123053826202e-06,0.00022186654501368783,0.4847186167182757,1642,1645,,0.004186893203883495,0.003994832930293678,0.019940557518430702
90050,231,1,0.0019902575185485527,0.0028434407708539224,-0.003732882844692087,0.0016270298117079252,-0.004390479820175486,0.38689181425898295,2.6646702312249375,0.0004771822059719684,1.956430560229532,1642,1645,,0.005655978538579459,0.0019902575185485527,0.00993454425193922
23393,231,1,0.0021377738906649315,0.009935169466982818,-0.005028489148697357,-5.190817242706203e-08,-0.0009618766956618341,1.8889479237685792e-05,4.715938765615845e-05,0.0007811291895219137,2.99955859929053,1642,1645,,0.004531808891159938,0.0021377738906649315,0.010670885108847254
60206,231,1,0.002899392703749204,0.006223131708606185,-0.0065708173627807565,-2.2320171932932453e-08,-0.003791753180369506,7.3463737247400455e-06,1.8174736867497476e-05,0.0007840542358021485,2.2496322599607312,1642,1645,,0.005694302503832397,0.002899392703749204,0.014472571941420096
85254,231,1,0.0036878148875315354,0.0018808002003383663,-0.00048602298375954867,0.0006764988328590293,-0.0020149425260169718,0.5112060225301118,2.152229169015285,0.00035012187688930477,0.7642941322002413,1642,1645,,0.003334184977005621,0.0036878148875315354,0.018408050140094744
79644,231,1,0.00330774752017072,0.003022291978453867,-0.0007108408526790289,9.281900472668525e-06,-0.0007382002499300988,0.07245658026001137,0.1328907938724445,0.00021636455354162508,0.5408021916743098,1642,1645,,0.004030403679100665,0.00330774752017072,0.016510910677198676
77878,231,1,0.002677877364646908,0.0026482428047981794,-0.004877140328228169,-2.3468049725750006e-10,-1.09127657310637e-06,1.6366146270949426e-07,3.579551696912374e-07,0.0006607544180508187,2.0679158525917076,1642,1645,,0.0039633367399080225,0.002677877364646908,0.013366858777025186
82932,231,1,0.0029058609296724034,0.0004910044577057306,-0.0008665905213145475,0.0019536491508761467,0.0028429996665386703,0.6721350326316647,5.462427850206644,0.00027356220684765075,0.7501947705392994,1642,1645,,0.004030403679100665,0.0029058609296724034,0.014504858656112389
17830,231,1,0.0024280664910690053,0.006117788575999907,-0.004655970287648747,-9.488219099296202e-10,-0.003756486740794873,3.6665436962106e-07,1.1090362693809438e-06,0.00042477087141893553,1.439318465975822,1642,1645,,0.006738630556974962,0.0024280664910690053,0.012119905980693004
79663,231,1,0.004176815083077707,0.004138609254125457,-0.0029454240939912335,-8.90421070209868e-11,-0.014824189871625704,4.7179653334941327e-08,1.1165602974732265e-07,6.372699573422602e-05,0.12079655132666708,1642,1645,,0.0037365866121614713,0.004176815083077707,0.02084893733011184
93093,231,1,0.009389675140197649,0.009556319999821273,-0.008734577373646024,-2.5757174171303632e-14,-0.09986263593019884,3.0598226178370203e-12,1.1389636154523027e-11,-0.0010484978671541664,-0.8647357580200339,1642,1645,,0.009903551354113438,0.009389675140197649,0.04686938364622061
79461,231,1,0.001822963410655648,0.01926644994582432,-0.018535206915994973,-4.450562340885256e-08,-0.004527917596823139,3.6702515924995436e-06,1.741573396498383e-05,0.00035395307620964635,1.716713199673798,1642,1645,,0.007974578436382218,0.001822963410655648,0.009099481099326285
