permno,sector,own_rate,other_rate,diff
70332,Energy & Mining,0.008899677,0.0059360494,0.0029636272
85947,Financials,0.018623974,0.0055263015,0.013097673
93001,Industrials,0.007787217,0.0033604633,0.0044267536
89960,Industrials,0.0022249192,0.006892413,-0.0046674935
81134,Industrials,0.015574434,0.0054809516,0.010093482
27430,Industrials,0.0008090615,0.007828989,-0.0070199277
55597,Industrials,0.007686084,0.0075849514,0.000101132784
78044,Consumer,0.0025788834,0.006998159,-0.0044192756
18411,Utilities & Telecom,0.0,0.0031280823,-0.0031280823
90371,Consumer,0.0,0.003987517,-0.003987517
92927,Financials,0.0012602689,0.0066164774,-0.0053562084
75278,Financials,0.0,0.004686386,-0.004686386
93096,Consumer,0.008950243,0.0034774083,0.005472834
82775,Financials,0.021891337,0.0106515,0.011239837
54578,Financials,0.011249065,0.009016235,0.00223283
88490,Energy & Mining,0.00050566345,0.009428425,-0.008922761
72726,Financials,0.009615385,0.006345648,0.0032697371
79561,Financials,0.0084484685,0.0059616864,0.0024867821
62930,Financials,0.012089246,0.0037744776,0.008314768
89281,Financials,0.0042008962,0.006146811,-0.0019459147
87842,Financials,0.015776698,0.004655532,0.011121165
89814,Financials,0.01923077,0.0067707477,0.012460022
29102,Energy & Mining,0.0015169904,0.0052006384,-0.003683648
40440,Technology,0.013652913,0.003855134,0.00979778
86872,Financials,0.008681852,0.004477264,0.0042045885
80183,Financials,0.012275953,0.005958258,0.0063176947
46703,Financials,0.0077016433,0.005766277,0.0019353661
79213,Industrials,0.025788836,0.004577353,0.021211483
61735,Financials,0.020957807,0.00498807,0.015969737
21792,Utilities & Telecom,0.0006067961,0.0031118584,-0.0025050621
92672,Utilities & Telecom,0.0,0.01560472,-0.01560472
32651,Energy & Mining,0.0010113268,0.003789178,-0.0027778512
91068,Consumer,0.004020024,0.0043876027,-0.00036757858
13936,Consumer,0.0,0.004801024,-0.004801024
90689,Financials,0.01881068,0.0062942244,0.012516456
91749,Financials,0.021004481,0.0052760406,0.01572844
90925,Financials,0.00704817,0.0051526246,0.0018955455
