PERMNO,date,NCUSIP,TICKER,COMNAM,PERMCO,CUSIP
10026,2024-12-30,46603210,JJSF,J & J SNACK FOODS CORP,7976,46603210
10026,2024-12-31,46603210,JJSF,J & J SNACK FOODS CORP,7976,46603210
10028,2024-12-30,29402E10,ELA,ENVELA CORP,7978,29402E10
10028,2024-12-31,29402E10,ELA,ENVELA CORP,7978,29402E10
10032,2024-12-30,72913210,PLXS,PLEXUS CORP,7980,72913210
10032,2024-12-31,72913210,PLXS,PLEXUS CORP,7980,72913210
10044,2024-12-30,77467X10,RMCF,ROCKY MOUNTAIN CHOC FAC INC NEW,7992,77467X10
10044,2024-12-31,77467X10,RMCF,ROCKY MOUNTAIN CHOC FAC INC NEW,7992,77467X10
10065,2024-12-30,00621210,ADX,ADAMS EXPRESS CO,20023,00621210
10065,2024-12-31,00621210,ADX,ADAMS EXPRESS CO,20023,00621210
10066,2024-12-30,35518410,FKWL,FRANKLIN WIRELESS CORP,6331,35518410
10066,2024-12-31,35518410,FKWL,FRANKLIN WIRELESS CORP,6331,35518410
10104,2024-12-30,68389X10,ORCL,ORACLE CORP,8045,68389X10
10104,2024-12-31,68389X10,ORCL,ORACLE CORP,8045,68389X10
10107,2024-12-30,59491810,MSFT,MICROSOFT CORP,8048,59491810
10107,2024-12-31,59491810,MSFT,MICROSOFT CORP,8048,59491810
10113,2024-12-30,00768Y20,AADR,ADVISORSHARES TRUST,53202,00768Y20
10113,2024-12-31,00768Y20,AADR,ADVISORSHARES TRUST,53202,00768Y20
10138,2024-12-30,74144T10,TROW,T ROWE PRICE GROUP INC,8087,74144T10
10138,2024-12-31,74144T10,TROW,T ROWE PRICE GROUP INC,8087,74144T10
10145,2024-12-30,43851610,HON,HONEYWELL INTERNATIONAL INC,22168,43851610
10145,2024-12-31,43851610,HON,HONEYWELL INTERNATIONAL INC,22168,43851610
10158,2024-12-30,02361E10,AMRC,AMERESCO INC,53454,02361E10
10158,2024-12-31,02361E10,AMRC,AMERESCO INC,53454,02361E10
10200,2024-12-30,75991610,RGEN,REPLIGEN CORP,8135,75991610
10200,2024-12-31,75991610,RGEN,REPLIGEN CORP,8135,75991610
10207,2024-12-30,85208J10,FUND,SPROTT FOCUS TRUST INC,9806,85208J10
10207,2024-12-31,85208J10,FUND,SPROTT FOCUS TRUST INC,9806,85208J10
10220,2024-12-30,05605H10,BWXT,B W X TECHNOLOGIES INC,53456,05605H10
10220,2024-12-31,05605H10,BWXT,B W X TECHNOLOGIES INC,53456,05605H10
10252,2024-12-30,45383610,INDB,INDEPENDENT BANK CORP MA,8179,45383610
10252,2024-12-31,45383610,INDB,INDEPENDENT BANK CORP MA,8179,45383610
10253,2024-12-30,26253C20,DSS,D S S INC,7922,26253C20
10253,2024-12-31,26253C20,DSS,D S S INC,7922,26253C20
10257,2024-12-30,23335Q10,DLHC,D L H HOLDINGS CORP,8185,23335Q10
10257,2024-12-31,23335Q10,DLHC,D L H HOLDINGS CORP,8185,23335Q10
10258,2024-12-30,15117B20,CLDX,CELLDEX THERAPEUTICS INC,8186,15117B20
10258,2024-12-31,15117B20,CLDX,CELLDEX THERAPEUTICS INC,8186,15117B20
10294,2024-12-30,41959620,HVT,HAVERTY FURNITURE COS INC,2089,41959620
10294,2024-12-31,41959620,HVT,HAVERTY FURNITURE COS INC,2089,41959620
10308,2024-12-30,89011010,TMP,TOMPKINS FINANCIAL CORP,8228,89011010
10308,2024-12-31,89011010,TMP,TOMPKINS FINANCIAL CORP,8228,89011010
10318,2024-12-30,05766520,BCPC,BALCHEM CORP,8237,05766520
10318,2024-12-31,05766520,BCPC,BALCHEM CORP,8237,05766520
10333,2024-12-30,98419J20,XOMA,XOMA ROYALTY CORP,8254,98419J20
10333,2024-12-31,98419J20,XOMA,XOMA ROYALTY CORP,8254,98419J20
10355,2024-12-30,23391210,DJCO,DAILY JOURNAL CORP,8278,23391210
10355,2024-12-31,23391210,DJCO,DAILY JOURNAL CORP,8278,23391210
10382,2024-12-30,04622410,ASTE,ASTEC INDUSTRIES INC,8299,04622410
10382,2024-12-31,04622410,ASTE,ASTEC INDUSTRIES INC,8299,04622410
10397,2024-12-30,95075510,WERN,WERNER ENTERPRISES INC,8317,95075510
10397,2024-12-31,95075510,WERN,WERNER ENTERPRISES INC,8317,95075510
10421,2024-12-30,83087910,SKYW,SKYWEST INC,8340,83087910
10421,2024-12-31,83087910,SKYW,SKYWEST INC,8340,83087910
10443,2024-12-30,30292L10,FRPH,F R P HOLDINGS INC,8360,30292L10
10443,2024-12-31,30292L10,FRPH,F R P HOLDINGS INC,8360,30292L10
10463,2024-12-30,76091110,REFR,RESEARCH FRONTIERS INC,8377,76091110
10463,2024-12-31,76091110,REFR,RESEARCH FRONTIERS INC,8377,76091110
10501,2024-12-30,03050610,AMWD,AMERICAN WOODMARK CORP,8418,03050610
10501,2024-12-31,03050610,AMWD,AMERICAN WOODMARK CORP,8418,03050610
10516,2024-12-30,03948310,ADM,ARCHER DANIELS MIDLAND CO,20207,03948310
10516,2024-12-31,03948310,ADM,ARCHER DANIELS MIDLAND CO,20207,03948310
10517,2024-12-30,74319R10,PRG,PROG HOLDINGS INC,5674,74319R10
10517,2024-12-31,74319R10,PRG,PROG HOLDINGS INC,5674,74319R10
10547,2024-12-30,18482P10,CLFD,CLEARFIELD INC,8458,18482P10
10547,2024-12-31,18482P10,CLFD,CLEARFIELD INC,8458,18482P10
10550,2024-12-30,74265M20,PDEX,PRO DEX INC COLO,8461,74265M20
10550,2024-12-31,74265M20,PDEX,PRO DEX INC COLO,8461,74265M20
10606,2024-12-30,94274910,WTS,WATTS WATER TECHNOLOGIES INC,8508,94274910
10606,2024-12-31,94274910,WTS,WATTS WATER TECHNOLOGIES INC,8508,94274910
10629,2024-12-30,30252010,FNB,F N B CORP PA,8534,30252010
10629,2024-12-31,30252010,FNB,F N B CORP PA,8534,30252010
10645,2024-12-30,51179510,LAKE,LAKELAND INDUSTRIES INC,8549,51179510
10645,2024-12-31,51179510,LAKE,LAKELAND INDUSTRIES INC,8549,51179510
10649,2024-12-30,69314910,PAMT,P A M T CORP,8551,69314910
10649,2024-12-31,69314910,PAMT,P A M T CORP,8551,69314910
10693,2024-12-30,29261A10,EHC,ENCOMPASS HEALTH CORP,8596,29261A10
10693,2024-12-31,29261A10,EHC,ENCOMPASS HEALTH CORP,8596,29261A10
10696,2024-12-30,33773810,FI,FISERV INC,8598,33773810
10696,2024-12-31,33773810,FI,FISERV INC,8598,33773810
10777,2024-12-30,31946M10,FCNCA,FIRST CITIZENS BANCSHARES INC NC,8674,31946M10
10777,2024-12-31,31946M10,FCNCA,FIRST CITIZENS BANCSHARES INC NC,8674,31946M10
10779,2024-12-30,05587G20,BKTI,B K TECHNOLOGIES CORP,65,05587G20
10779,2024-12-31,05587G20,BKTI,B K TECHNOLOGIES CORP,65,05587G20
10812,2024-12-30,42234710,HTLD,HEARTLAND EXPRESS INC,8702,42234710
10812,2024-12-31,42234710,HTLD,HEARTLAND EXPRESS INC,8702,42234710
10860,2024-12-30,68554V10,OSUR,ORASURE TECHNOLOGIES INC,8743,68554V10
10860,2024-12-31,68554V10,OSUR,ORASURE TECHNOLOGIES INC,8743,68554V10
10866,2024-12-30,12950010,CAL,CALERES INC,20342,12950010
10866,2024-12-31,12950010,CAL,CALERES INC,20342,12950010
10874,2024-12-30,11704310,BC,BRUNSWICK CORP,20344,11704310
10874,2024-12-31,11704310,BC,BRUNSWICK CORP,20344,11704310
10890,2024-12-30,90921430,UIS,UNISYS CORP,21814,90921430
10890,2024-12-31,90921430,UIS,UNISYS CORP,21814,90921430
10892,2024-12-30,92932810,WSFS,WSFS FINANCIAL CORP,8766,92932810
10892,2024-12-31,92932810,WSFS,WSFS FINANCIAL CORP,8766,92932810
10901,2024-12-30,46180410,ITIC,INVESTORS TITLE CO,8778,46180410
10901,2024-12-31,46180410,ITIC,INVESTORS TITLE CO,8778,46180410
10932,2024-12-30,94789010,WBS,WEBSTER FINANCIAL CORP,8810,94789010
10932,2024-12-31,94789010,WBS,WEBSTER FINANCIAL CORP,8810,94789010
10933,2024-12-30,57053510,MKL,MARKEL GROUP INC,8811,57053510
10933,2024-12-31,57053510,MKL,MARKEL GROUP INC,8811,57053510
10966,2024-12-30,05463X10,AXGN,AXOGEN INC,8839,05463X10
10966,2024-12-31,05463X10,AXGN,AXOGEN INC,8839,05463X10
11006,2024-12-30,32073410,FLIC,FIRST LONG ISLAND CORP,8879,32073410
11006,2024-12-31,32073410,FLIC,FIRST LONG ISLAND CORP,8879,32073410
11018,2024-12-30,31867270,FBP,FIRST BANCORP P R,8889,31867270
11018,2024-12-31,31867270,FBP,FIRST BANCORP P R,8889,31867270
11144,2024-12-30,03037110,AVD,AMERICAN VANGUARD CORP,9002,03037110
11144,2024-12-31,03037110,AVD,AMERICAN VANGUARD CORP,9002,03037110
11153,2024-12-30,83548310,SOTK,SONO TEK CORP,9009,83548310
11153,2024-12-31,83548310,SOTK,SONO TEK CORP,9009,83548310
11154,2024-12-30,71940510,PLAB,PHOTRONICS INC,9010,71940510
11154,2024-12-31,71940510,PLAB,PHOTRONICS INC,9010,71940510
11174,2024-12-30,03062T10,CRMT,AMERICAS CAR MART INC,9023,03062T10
11174,2024-12-31,03062T10,CRMT,AMERICAS CAR MART INC,9023,03062T10
11208,2024-12-30,67103X10,OFG,O F G BANCORP,9058,67103X10
11208,2024-12-31,67103X10,OFG,O F G BANCORP,9058,67103X10
11264,2024-12-30,25460G81,RETL,DIREXION SHARES E T F TRUST,53101,25460G81
11264,2024-12-31,25460G81,RETL,DIREXION SHARES E T F TRUST,53101,25460G81
11267,2024-12-30,14920510,CATO,CATO CORP NEW,9117,14920510
11267,2024-12-31,14920510,CATO,CATO CORP NEW,9117,14920510
11275,2024-12-30,75991010,KRMD,KORU MEDICAL SYSTEMS INC,9128,75991010
11275,2024-12-31,75991010,KRMD,KORU MEDICAL SYSTEMS INC,9128,75991010
11285,2024-12-30,31891010,FBNC,FIRST BANCORP NC,9141,31891010
11285,2024-12-31,31891010,FBNC,FIRST BANCORP NC,9141,31891010
11292,2024-12-30,45252530,ICCC,IMMUCELL CORP,9146,45252530
11292,2024-12-31,45252530,ICCC,IMMUCELL CORP,9146,45252530
11293,2024-12-30,95081010,WSBC,WESBANCO INC,9147,95081010
11293,2024-12-31,95081010,WSBC,WESBANCO INC,9147,95081010
11308,2024-12-30,19121610,KO,COCA COLA CO,20468,19121610
11308,2024-12-31,19121610,KO,COCA COLA CO,20468,19121610
11368,2024-12-30,00920710,AIRT,AIR T INC,6977,00920710
11368,2024-12-31,00920710,AIRT,AIR T INC,6977,00920710
11369,2024-12-30,90990710,UBSI,UNITED BANKSHARES INC,9213,90990710
11369,2024-12-31,90990710,UBSI,UNITED BANKSHARES INC,9213,90990710
11379,2024-12-30,25065K10,DXLG,DESTINATION X L GROUP INC,9222,25065K10
11379,2024-12-31,25065K10,DXLG,DESTINATION X L GROUP INC,9222,25065K10
11397,2024-12-30,94061010,WASH,WASHINGTON TRUST BANCORP INC,9239,94061010
11397,2024-12-31,94061010,WASH,WASHINGTON TRUST BANCORP INC,9239,94061010
11403,2024-12-30,12738710,CDNS,CADENCE DESIGN SYSTEMS INC,9245,12738710
11403,2024-12-31,12738710,CDNS,CADENCE DESIGN SYSTEMS INC,9245,12738710
11404,2024-12-30,20911510,ED,CONSOLIDATED EDISON INC,20499,20911510
11404,2024-12-31,20911510,ED,CONSOLIDATED EDISON INC,20499,20911510
11407,2024-12-30,37954Y85,LIT,GLOBAL X FUNDS,53120,37954Y85
11407,2024-12-31,37954Y85,LIT,GLOBAL X FUNDS,53120,37954Y85
11442,2024-12-30,17783510,CHCO,CITY HOLDING CO,9280,17783510
11442,2024-12-31,17783510,CHCO,CITY HOLDING CO,9280,17783510
11499,2024-12-30,12514110,CECO,C E C O ENVIRONMENTAL CORP,176,12514110
11499,2024-12-31,12514110,CECO,C E C O ENVIRONMENTAL CORP,176,12514110
11511,2024-12-30,12619F10,CPSH,C P S TECHNOLOGIES CORP,9340,12619F10
11511,2024-12-31,12619F10,CPSH,C P S TECHNOLOGIES CORP,9340,12619F10
11533,2024-12-30,30325010,FICO,FAIR ISAAC CORP,9360,30325010
11533,2024-12-31,30325010,FICO,FAIR ISAAC CORP,9360,30325010
11547,2024-12-30,20741010,CNMD,CONMED CORP,9370,20741010
11547,2024-12-31,20741010,CNMD,CONMED CORP,9370,20741010
11565,2024-12-30,44040710,HBNC,HORIZON BANCORP INC,9389,44040710
11565,2024-12-31,44040710,HBNC,HORIZON BANCORP INC,9389,44040710
11581,2024-12-30,29276510,EPAC,ENERPAC TOOL GROUP CORP,323,29276510
11581,2024-12-31,29276510,EPAC,ENERPAC TOOL GROUP CORP,323,29276510
11593,2024-12-30,81478530,SNFCA,SECURITY NATIONAL FINANCIAL CORP,9418,81478530
11593,2024-12-31,81478530,SNFCA,SECURITY NATIONAL FINANCIAL CORP,9418,81478530
11600,2024-12-30,24906P10,XRAY,DENTSPLY SIRONA INC,9424,24906P10
11600,2024-12-31,24906P10,XRAY,DENTSPLY SIRONA INC,9424,24906P10
11618,2024-12-30,31190010,FAST,FASTENAL CO,9440,31190010
11618,2024-12-31,31190010,FAST,FASTENAL CO,9440,31190010
11628,2024-12-30,15476040,CPF,CENTRAL PACIFIC FINANCIAL CORP,9449,15476040
11628,2024-12-31,15476040,CPF,CENTRAL PACIFIC FINANCIAL CORP,9449,15476040
11636,2024-12-30,42774610,HRTX,HERON THERAPEUTICS INC,9457,42774610
11636,2024-12-31,42774610,HRTX,HERON THERAPEUTICS INC,9457,42774610
11644,2024-12-30,20576830,CRK,COMSTOCK RESOURCES INC,9465,20576830
11644,2024-12-31,20576830,CRK,COMSTOCK RESOURCES INC,9465,20576830
11654,2024-12-30,63884230,NAII,NATURAL ALTERNATIVES INTL INC,9476,63884230
11654,2024-12-31,63884230,NAII,NATURAL ALTERNATIVES INTL INC,9476,63884230
11664,2024-12-30,39304D10,GDOT,GREEN DOT CORP,53462,39304D10
11664,2024-12-31,39304D10,GDOT,GREEN DOT CORP,53462,39304D10
11674,2024-12-30,23333110,DTE,D T E ENERGY CO,20574,23333110
11674,2024-12-31,23333110,DTE,D T E ENERGY CO,20574,23333110
11691,2024-12-30,57686G10,MATX,MATSON INC,157,57686G10
11691,2024-12-31,57686G10,MATX,MATSON INC,157,57686G10
11701,2024-12-30,45703010,IMKTA,INGLES MARKETS INC,9522,45703010
11701,2024-12-31,45703010,IMKTA,INGLES MARKETS INC,9522,45703010
11731,2024-12-30,01234810,AIN,ALBANY INTERNATIONAL CORP NEW,9550,01234810
11731,2024-12-31,01234810,AIN,ALBANY INTERNATIONAL CORP NEW,9550,01234810
11748,2024-12-30,25770130,DGICB,DONEGAL GROUP INC,8686,25770130
11748,2024-12-31,25770130,DGICB,DONEGAL GROUP INC,8686,25770130
11752,2024-12-30,19247G10,COHR,COHERENT CORP,9558,19247G10
11752,2024-12-31,19247G10,COHR,COHERENT CORP,9558,19247G10
11762,2024-12-30,G2918310,ETN,EATON CORP PLC,20627,G2918310
11762,2024-12-31,G2918310,ETN,EATON CORP PLC,20627,G2918310
11775,2024-12-30,47916710,JOUT,JOHNSON OUTDOORS INC,9576,47916710
11775,2024-12-31,47916710,JOUT,JOHNSON OUTDOORS INC,9576,47916710
11790,2024-12-30,01623010,ALCO,ALICO INC,153,01623010
11790,2024-12-31,01623010,ALCO,ALICO INC,153,01623010
11803,2024-12-30,60671020,MITK,MITEK SYSTEMS INC,9604,60671020
11803,2024-12-31,60671020,MITK,MITEK SYSTEMS INC,9604,60671020
11809,2024-12-30,18449610,CLH,CLEAN HARBORS INC,9616,18449610
11809,2024-12-31,18449610,CLH,CLEAN HARBORS INC,9616,18449610
11844,2024-12-30,20414910,CTBI,COMMUNITY TRUST BANCORP INC,9645,20414910
11844,2024-12-31,20414910,CTBI,COMMUNITY TRUST BANCORP INC,9645,20414910
11845,2024-12-30,92937A10,WPP,W P P PLC NEW,9646,92937A10
11845,2024-12-31,92937A10,WPP,W P P PLC NEW,9646,92937A10
11850,2024-12-30,30231G10,XOM,EXXON MOBIL CORP,20678,30231G10
11850,2024-12-31,30231G10,XOM,EXXON MOBIL CORP,20678,30231G10
11884,2024-12-30,45833410,IPAR,INTERPARFUMS INC,9677,45833410
11884,2024-12-31,45833410,IPAR,INTERPARFUMS INC,9677,45833410
11891,2024-12-30,55295310,MGM,M G M RESORTS INTERNATIONAL,9764,55295310
11891,2024-12-31,55295310,MGM,M G M RESORTS INTERNATIONAL,9764,55295310
11955,2024-12-30,94106L10,WM,WASTE MANAGEMENT INC DEL,9804,94106L10
11955,2024-12-31,94106L10,WM,WASTE MANAGEMENT INC DEL,9804,94106L10
11990,2024-12-30,48251W10,KKR,K K R & CO INC,53463,48251W10
11990,2024-12-31,48251W10,KKR,K K R & CO INC,53463,48251W10
11995,2024-12-30,19109810,COKE,COCA COLA CONSOLIDATED INC,1035,19109810
11995,2024-12-31,19109810,COKE,COCA COLA CONSOLIDATED INC,1035,19109810
11996,2024-12-30,92189H30,EMLC,VANECK E T F TRUST,50699,92189H30
11996,2024-12-31,92189H30,EMLC,VANECK E T F TRUST,50699,92189H30
12008,2024-12-30,26747510,DY,DYCOM INDUSTRIES INC,7062,26747510
12008,2024-12-31,26747510,DY,DYCOM INDUSTRIES INC,7062,26747510
12009,2024-12-30,74730110,QUAD,QUAD GRAPHICS INC,53467,74730110
12009,2024-12-31,74730110,QUAD,QUAD GRAPHICS INC,53467,74730110
12017,2024-12-30,98420U80,XWEL,XWELL INC,53444,98420U80
12017,2024-12-31,98420U80,XWEL,XWELL INC,53444,98420U80
12034,2024-12-30,85207H10,PHYS,SPROTT PHYSICAL GOLD TRUST,53343,85207H10
12034,2024-12-31,85207H10,PHYS,SPROTT PHYSICAL GOLD TRUST,53343,85207H10
12035,2024-12-30,00162Q45,AMLP,ALPS E T F TRUST,53005,00162Q45
12035,2024-12-31,00162Q45,AMLP,ALPS E T F TRUST,53005,00162Q45
12036,2024-12-30,36144810,GATX,G A T X CORP,20773,36144810
12036,2024-12-31,36144810,GATX,G A T X CORP,20773,36144810
12039,2024-12-30,09248X10,BBN,BLACKROCK TAXABLE MUNI BOND TR,53481,09248X10
12039,2024-12-31,09248X10,BBN,BLACKROCK TAXABLE MUNI BOND TR,53481,09248X10
12049,2024-12-30,38068T10,GORO,GOLD RESOURCE CORP,53483,38068T10
12049,2024-12-31,38068T10,GORO,GOLD RESOURCE CORP,53483,38068T10
12052,2024-12-30,36955010,GD,GENERAL DYNAMICS CORP,20791,36955010
12052,2024-12-31,36955010,GD,GENERAL DYNAMICS CORP,20791,36955010
12054,2024-12-30,92189F76,GLIN,VANECK E T F TRUST,50699,92189F76
12054,2024-12-31,92189F76,GLIN,VANECK E T F TRUST,50699,92189F76
12059,2024-12-30,80852485,SCHR,SCHWAB STRATEGIC TRUST,53271,80852485
12059,2024-12-31,80852485,SCHR,SCHWAB STRATEGIC TRUST,53271,80852485
12060,2024-12-30,36960430,GE,GENERAL ELECTRIC CO,20792,36960430
12060,2024-12-31,36960430,GE,GENERAL ELECTRIC CO,20792,36960430
12062,2024-12-30,50492210,LH,LABCORP HOLDINGS INC,9848,50492210
12062,2024-12-31,50492210,LH,LABCORP HOLDINGS INC,9848,50492210
12064,2024-12-30,80852486,SCHO,SCHWAB STRATEGIC TRUST,53271,80852486
12064,2024-12-31,80852486,SCHO,SCHWAB STRATEGIC TRUST,53271,80852486
12065,2024-12-30,80852487,SCHP,SCHWAB STRATEGIC TRUST,53271,80852487
12065,2024-12-31,80852487,SCHP,SCHWAB STRATEGIC TRUST,53271,80852487
12066,2024-12-30,91171710,USCI,UNITED STATES COMMODITY IND FUND,53487,91171710
12066,2024-12-31,91171710,USCI,UNITED STATES COMMODITY IND FUND,53487,91171710
12068,2024-12-30,68003310,ONB,OLD NATIONAL BANCORP,7067,68003310
12068,2024-12-31,68003310,ONB,OLD NATIONAL BANCORP,7067,68003310
12070,2024-12-30,96608420,WSR,WHITESTONE REIT,53488,96608420
12070,2024-12-31,96608420,WSR,WHITESTONE REIT,53488,96608420
12075,2024-12-30,97717X86,ELD,WISDOMTREE TRUST,50852,97717X86
12075,2024-12-31,97717X86,ELD,WISDOMTREE TRUST,50852,97717X86
12076,2024-12-30,G8127610,SIG,SIGNET JEWELERS LTD,9857,G8127610
12076,2024-12-31,G8127610,SIG,SIGNET JEWELERS LTD,9857,G8127610
12078,2024-12-30,28540910,ELMD,ELECTROMED INC,53490,28540910
12078,2024-12-31,28540910,ELMD,ELECTROMED INC,53490,28540910
12082,2024-12-30,V5633W10,MMYT,MAKEMYTRIP LTD,53493,V5633W10
12082,2024-12-31,V5633W10,MMYT,MAKEMYTRIP LTD,53493,V5633W10
12084,2024-12-30,N6596X10,NXPI,N X P SEMICONDUCTORS N V,53494,N6596X10
12084,2024-12-31,N6596X10,NXPI,N X P SEMICONDUCTORS N V,53494,N6596X10
12098,2024-12-30,19762B50,ECON,COLUMBIA E T F TRUST II,53146,19762B50
12098,2024-12-31,19762B50,ECON,COLUMBIA E T F TRUST II,53146,19762B50
12105,2024-12-30,46428912,ENZL,ISHARES TRUST,37493,46428912
12105,2024-12-31,46428912,ENZL,ISHARES TRUST,37493,46428912
12109,2024-12-30,46428913,EWZS,ISHARES TRUST,37493,46428913
12109,2024-12-31,46428913,EWZS,ISHARES TRUST,37493,46428913
12146,2024-12-30,15870P30,CSBR,CHAMPIONS ONCOLOGY INC,10020,15870P30
12146,2024-12-31,15870P30,CSBR,CHAMPIONS ONCOLOGY INC,10020,15870P30
12189,2024-12-30,43332310,HIFS,HINGHAM INSTITUTION FOR SVGS MA,10039,43332310
12189,2024-12-31,43332310,HIFS,HINGHAM INSTITUTION FOR SVGS MA,10039,43332310
12209,2024-12-30,53191410,LWAY,LIFEWAY FOODS INC,10059,53191410
12209,2024-12-31,53191410,LWAY,LIFEWAY FOODS INC,10059,53191410
12211,2024-12-30,53555510,LNN,LINDSAY CORP,9971,53555510
12211,2024-12-31,53555510,LNN,LINDSAY CORP,9971,53555510
12219,2024-12-30,46429B20,ECNS,ISHARES TRUST,37493,46429B20
12219,2024-12-31,46429B20,ECNS,ISHARES TRUST,37493,46429B20
12226,2024-12-30,55303J10,MGPI,M G P INGREDIENTS INC,9977,55303J10
12226,2024-12-31,55303J10,MGPI,M G P INGREDIENTS INC,9977,55303J10
12266,2024-12-30,05368M10,CDMO,AVID BIOSERVICES INC,9899,05368M10
12266,2024-12-31,05368M10,CDMO,AVID BIOSERVICES INC,9899,05368M10
12287,2024-12-30,46429B40,EPHE,ISHARES TRUST,37493,46429B40
12287,2024-12-31,46429B40,EPHE,ISHARES TRUST,37493,46429B40
12289,2024-12-30,72201R81,CORP,PIMCO E T F TRUST,53171,72201R81
12289,2024-12-31,72201R81,CORP,PIMCO E T F TRUST,53171,72201R81
12292,2024-12-30,78463X54,GNR,SPDR INDEX SHARES FUNDS,43629,78463X54
12292,2024-12-31,78463X54,GNR,SPDR INDEX SHARES FUNDS,43629,78463X54
12294,2024-12-30,92193250,VOOG,VANGUARD ADMIRAL FUNDS INC,53508,92193250
12294,2024-12-31,92193250,VOOG,VANGUARD ADMIRAL FUNDS INC,53508,92193250
12295,2024-12-30,92193270,VOOV,VANGUARD ADMIRAL FUNDS INC,53508,92193270
12295,2024-12-31,92193270,VOOV,VANGUARD ADMIRAL FUNDS INC,53508,92193270
12296,2024-12-30,92193277,VIOV,VANGUARD ADMIRAL FUNDS INC,53508,92193277
12296,2024-12-31,92193277,VIOV,VANGUARD ADMIRAL FUNDS INC,53508,92193277
12297,2024-12-30,92193279,VIOG,VANGUARD ADMIRAL FUNDS INC,53508,92193279
12297,2024-12-31,92193279,VIOG,VANGUARD ADMIRAL FUNDS INC,53508,92193279
12301,2024-12-30,92193282,VIOO,VANGUARD ADMIRAL FUNDS INC,53508,92193282
12301,2024-12-31,92193282,VIOO,VANGUARD ADMIRAL FUNDS INC,53508,92193282
12302,2024-12-30,92193284,IVOV,VANGUARD ADMIRAL FUNDS INC,53508,92193284
12302,2024-12-31,92193284,IVOV,VANGUARD ADMIRAL FUNDS INC,53508,92193284
12303,2024-12-30,92193286,IVOG,VANGUARD ADMIRAL FUNDS INC,53508,92193286
12303,2024-12-31,92193286,IVOG,VANGUARD ADMIRAL FUNDS INC,53508,92193286
12304,2024-12-30,92193288,IVOO,VANGUARD ADMIRAL FUNDS INC,53508,92193288
12304,2024-12-31,92193288,IVOO,VANGUARD ADMIRAL FUNDS INC,53508,92193288
12305,2024-12-30,92290836,VOO,VANGUARD INDEX FUNDS,41593,92290836
12305,2024-12-31,92290836,VOO,VANGUARD INDEX FUNDS,41593,92290836
12308,2024-12-30,16119P10,CHTR,CHARTER COMMUNICATIONS INC NEW,17322,16119P10
12308,2024-12-31,16119P10,CHTR,CHARTER COMMUNICATIONS INC NEW,17322,16119P10
12313,2024-12-30,92206C73,VONE,VANGUARD SCOTTSDALE FUNDS,53292,92206C73
12313,2024-12-31,92206C73,VONE,VANGUARD SCOTTSDALE FUNDS,53292,92206C73
12314,2024-12-30,92206C68,VONG,VANGUARD SCOTTSDALE FUNDS,53292,92206C68
12314,2024-12-31,92206C68,VONG,VANGUARD SCOTTSDALE FUNDS,53292,92206C68
12315,2024-12-30,92206C71,VONV,VANGUARD SCOTTSDALE FUNDS,53292,92206C71
12315,2024-12-31,92206C71,VONV,VANGUARD SCOTTSDALE FUNDS,53292,92206C71
12316,2024-12-30,92206C59,VTHR,VANGUARD SCOTTSDALE FUNDS,53292,92206C59
12316,2024-12-31,92206C59,VTHR,VANGUARD SCOTTSDALE FUNDS,53292,92206C59
12317,2024-12-30,92206C62,VTWG,VANGUARD SCOTTSDALE FUNDS,53292,92206C62
12317,2024-12-31,92206C62,VTWG,VANGUARD SCOTTSDALE FUNDS,53292,92206C62
12318,2024-12-30,92206C66,VTWO,VANGUARD SCOTTSDALE FUNDS,53292,92206C66
12318,2024-12-31,92206C66,VTWO,VANGUARD SCOTTSDALE FUNDS,53292,92206C66
12321,2024-12-30,92206C64,VTWV,VANGUARD SCOTTSDALE FUNDS,53292,92206C64
12321,2024-12-31,92206C64,VTWV,VANGUARD SCOTTSDALE FUNDS,53292,92206C64
12325,2024-12-30,23703Q20,DQ,DAQO NEW ENERGY CORP,53518,23703Q20
12325,2024-12-31,23703Q20,DQ,DAQO NEW ENERGY CORP,53518,23703Q20
12326,2024-12-30,00326310,GLTR,ABRDN PRECIOUS MTLS BSKT ETF TR,53519,00326310
12326,2024-12-31,00326310,GLTR,ABRDN PRECIOUS MTLS BSKT ETF TR,53519,00326310
12329,2024-12-30,28852N10,EFC,ELLINGTON FINANCIAL INC,53520,28852N10
12329,2024-12-31,28852N10,EFC,ELLINGTON FINANCIAL INC,53520,28852N10
12331,2024-12-30,40166410,GBAB,GUGGENHEIM TAX MUN BD & I G DB T,53522,40166410
12331,2024-12-31,40166410,GBAB,GUGGENHEIM TAX MUN BD & I G DB T,53522,40166410
12332,2024-12-30,44362810,HBM,HUDBAY MINERALS INC,53523,44362810
12332,2024-12-31,44362810,HBM,HUDBAY MINERALS INC,53523,44362810
12333,2024-12-30,92189H80,REMX,VANECK E T F TRUST,50699,92189H80
12333,2024-12-31,92189H80,REMX,VANECK E T F TRUST,50699,92189H80
12338,2024-12-30,85207K10,PSLV,SPROTT PHYSICAL SILVER TRUST,53526,85207K10
12338,2024-12-31,85207K10,PSLV,SPROTT PHYSICAL SILVER TRUST,53526,85207K10
12339,2024-12-30,87408010,TAL,T A L EDUCATION GROUP,53527,87408010
12339,2024-12-31,87408010,TAL,T A L EDUCATION GROUP,53527,87408010
